,id,sex,age,marital,child,educ,source,smoke,smokenum,toptim,tmast,tposaff,tnegaff,tlifesat,tpstress,tslfest,tmarlow,tpcoiss,agegp3,agegp5,educrec,LG10negaff,MAH_1,COO_1,MAH_2,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC1_2,FAC2_2,FAC3_2,FAC4_2,MAH_3,COO_2,tpnew
108,438.0,FEMALES,35.0,SINGLE,NO,POSTGRADUATE COMPLETED,"TIME (lack of time, too much to do)",YES,110.0,24.0,19.0,86.0,27.0,25.0,38.0,333.0,7.0,52.0,30 - 44,33 - 40,completed postgrad uni,1.4313637641589874,0.6597788631172176,0.0046267868184229725,3.8599507356469953,-1.0221522449752638,1.10189057571802,0.3738123683180724,0.4674340992164098,-0.9154310253456382,0.9565353132181755,0.2309892544224862,0.17256344310805555,0.6597788631172171,0.004626786818422979,108.0
109,419.0,MALES,44.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,YES,100.0,22.0,24.0,86.0,11.0,28.0,19.0,37.0,6.0,61.0,30 - 44,41 - 49,some additional training,1.0413926851582251,0.4115635761952171,0.002390040269132612,3.7837913306398545,-0.7214492532016965,-0.9750423497083053,-0.9611141195871302,-0.5884871807197571,-0.8987365618290256,-0.8924690037265576,-0.8472849895822608,-0.44880511231488035,0.4115635761952163,0.0023900402691326037,126.0
110,313.0,FEMALES,46.0,DIVORCED,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0.0,28.0,27.0,47.0,15.0,12.0,24.0,36.0,5.0,77.0,45+,41 - 49,some additional training,1.1760912590556813,2.3733175612589705,0.001719543708845634,3.730300499641793,1.8165770104788492,-0.6011861015933567,-0.34218585323763007,-0.02281037484981774,1.7898497644341218,-0.38192386441973525,-0.2771173677680864,0.2670686378991162,2.3733175612589688,0.0017195437088456545,158.0
111,538.0,FEMALES,28.0,LIVING WITH PARTNER,NO,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,28.0,28.0,43.0,12.0,35.0,16.0,39.0,4.0,86.0,18 - 29,25 - 32,completed high school,1.0791812460476249,4.783757794024548,0.0014411341501883769,3.7023800064765533,1.2155219881533905,-1.1580268001216232,-0.015728738999097738,-0.7873426743797886,1.1159847265594351,-1.0146968308348785,0.1426442800070263,-0.5014282512954408,4.7837577940245435,0.00144113415018835,176.0
112,295.0,FEMALES,37.0,MARRIED FIRST TIME,NO,POSTGRADUATE COMPLETED,WORK,NO,0.0,26.0,23.0,38.0,22.0,30.0,20.0,28.0,4.0,66.0,30 - 44,33 - 40,completed postgrad uni,1.3424226808222062,0.20942181601540885,0.0013093331969360228,3.6976356210437564,0.6706283928396761,-0.14241333880561097,0.6020574367761778,0.7372581067029825,0.7424807716248153,-0.30632702041333154,0.6543010891756544,0.841553318839517,0.20942181601540868,0.0013093331969360187,136.0
113,120.0,FEMALES,74.0,WIDOWED,NO,COMPLETED UNDERGRADUATE,HEALTH/ILLNESS,NO,0.0,26.0,23.0,43.0,10.0,34.0,16.0,39.0,7.0,82.0,45+,50+,completed undergrad uni,1.0,3.7029970472807046,0.007945350782214812,3.6579963198930314,1.2750536216652464,-0.8769801914228126,-1.5087610800250784,-0.15052463325783683,1.1392850955366833,-0.5100648693810066,-1.4423659231215753,0.19383570336699013,3.7029970472806975,0.007945350782214776,168.0
114,368.0,FEMALES,82.0,WIDOWED,NO,SOME ADDITIONAL TRAINING,HEALTH/ILLNESS,NO,0.0,27.0,23.0,91.0,12.0,29.0,24.0,37.0,7.0,71.0,45+,50+,some additional training,1.0791812460476249,0.7758808769647246,1.3868108137675484e-06,3.6519943481211667,-1.218122749504947,-0.8259719026154939,-0.87242391751432,-0.8728804910842566,-1.4022700992258146,-0.7593284490099422,-0.7790814254151682,-0.8274545585092699,0.7758808769647235,1.3868108137673e-06,146.0
115,161.0,MALES,43.0,SINGLE,NO,SOME ADDITIONAL TRAINING,WORK,NO,0.0,21.0,25.0,36.0,12.0,16.0,29.0,40.0,7.0,60.0,30 - 44,41 - 49,some additional training,1.0791812460476249,0.976323158284673,0.0014993444605918625,3.6229245021973093,0.2639183029476119,-1.0515848630481652,-0.3075700806537902,-1.025813481545691,0.12303362174525972,-0.917415737769885,-0.1727301305905484,-0.8441682002249029,0.9763231582846709,0.0014993444605918725,124.0
116,456.0,FEMALES,24.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,21.0,23.0,43.0,26.0,23.0,27.0,32.0,4.0,64.0,18 - 29,18 - 24,completed undergrad uni,1.414973347970818,0.11654664224468703,0.00012896888142121512,3.5984762758912314,1.3535971037201606,1.2702423895999648,-0.048222800039148236,0.9378040367276491,1.525171879805481,1.4329312852687774,-0.24765392199878686,0.8623722798774275,0.11654664224468696,0.000128968881421217,132.0
117,40.0,MALES,36.0,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,WORK,NO,0.0,20.0,17.0,86.0,22.0,22.0,36.0,37.0,4.0,51.0,30 - 44,33 - 40,completed high school,1.3424226808222062,1.4837601180715676,0.002286600947813627,3.583696283417284,-1.0329730978094958,-0.40605615151252467,0.45703904687575914,1.1470437989513445,-1.0129056560325118,-0.8361174193596153,0.5678754338921486,1.1901397480244875,1.4837601180715663,0.0022866009478136277,106.0
118,60.0,MALES,45.0,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,NO,0.0,27.0,28.0,44.0,14.0,22.0,17.0,40.0,5.0,88.0,45+,41 - 49,completed postgrad uni,1.146128035678238,5.416827774684325,0.00029870277400716595,3.5803992734838532,1.3733052283718106,-1.2235854204719498,0.8219568147636883,-0.8458157781934426,1.3189766719424516,-1.2190646859907197,1.0206765461032523,-0.5758381239078094,5.41682777468432,0.00029870277400715294,180.0
119,290.0,MALES,50.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,YES,200.0,19.0,25.0,36.0,11.0,14.0,28.0,27.0,6.0,72.0,45+,50+,some additional training,1.0413926851582251,1.0421687407280484,0.002476401869746889,3.55889857413033,0.3116523419284214,-1.0162861528731628,-0.8497046529361824,-0.42656139426381195,0.16889681088592234,-0.8617052031072124,-0.7316846961088695,-0.18503729258325907,1.0421687407280478,0.0024764018697469056,148.0
120,367.0,MALES,27.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,YES,20.0,16.0,19.0,91.0,16.0,7.0,31.0,37.0,5.0,45.0,18 - 29,25 - 32,completed undergrad uni,1.2041199826559248,1.7001819185391416,4.551053923418134e-06,3.5528951503860715,-1.3234041431776051,-0.21232878617668316,-0.634057545529963,-0.5606622765580134,-1.433199999957368,-0.18531259155981478,-0.6224250018925803,-0.6377874364550313,1.7001819185391398,4.551053923418067e-06,94.0
121,467.0,MALES,21.0,SINGLE,NO,COMPLETED HIGHSCHOOL,"TIME (lack of time, too much to do)",NO,0.0,26.0,27.0,47.0,13.0,25.0,21.0,30.0,7.0,72.0,18 - 29,18 - 24,completed high school,1.1139433523068367,1.834338905863295,2.5856935574779857e-05,3.5429651790991947,1.9173552009845667,-1.010527610664672,-0.10552614881564584,-0.33334676244188377,1.8605848295807972,-0.8207755815275696,0.027334954409742235,0.016128499808466618,1.8343389058632937,2.585693557477779e-05,148.0
122,32.0,MALES,31.0,LIVING WITH PARTNER,NO,POSTGRADUATE COMPLETED,"TIME (lack of time, too much to do)",NO,0.0,16.0,15.0,91.0,29.0,16.0,31.0,26.0,3.0,42.0,30 - 44,25 - 32,completed postgrad uni,1.462397997898956,3.5134466030347586,0.002057220024958845,3.532235023182116,-1.4741086283604456,0.6183761692409736,0.9405769556713918,2.0263642851430483,-1.3155098814271113,0.019239869178114034,0.926804075674352,1.8606473242657438,3.5134466030347564,0.002057220024958853,88.0
123,217.0,FEMALES,49.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,CHILDREN,YES,150.0,30.0,27.0,86.0,12.0,28.0,20.0,30.0,7.0,80.0,45+,41 - 49,some additional training,1.0791812460476249,2.925919241254669,5.087243538605825e-07,3.530401408178449,-0.7503467201937251,-0.9173415541636825,-0.8316356658450897,-0.44754740169091045,-0.9099275887125057,-0.8783078849996164,-0.7192837487876793,-0.3189682788031508,2.925919241254667,5.087243538602136e-07,164.0
124,58.0,MALES,49.0,MARRIED FIRST TIME,YES,SOME SECONDARY,,,,17.0,16.0,43.0,25.0,23.0,25.0,40.0,5.0,52.0,45+,41 - 49,did not complete high school,1.3979400086720377,2.1100193102936418,0.006344235698794156,3.52549306721447,1.3748364022391364,0.20868294561579623,2.1753986741741915,-0.8040840412184221,1.5168535819595492,0.10410274986435712,2.200320306233357,-0.8790791826217531,2.1100193102936395,0.0063442356987941624,108.0
125,497.0,FEMALES,48.0,MARRIED FIRST TIME,NO,COMPLETED HIGHSCHOOL,MONEY/FINANCES,NO,,20.0,23.0,86.0,26.0,19.0,25.0,39.0,1.0,45.0,45+,41 - 49,completed high school,1.414973347970818,3.0449233337794577,0.002417257532403987,3.453266997670395,-0.7095893498586965,1.0280591263111143,-1.3005590227721153,2.6269745312429342,-0.6059881609883037,0.8980465708946115,-1.462635623372094,2.5869953066899445,3.0449233337794506,0.0024172575324039754,94.0
126,453.0,FEMALES,20.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,NO,0.0,24.0,20.0,38.0,28.0,18.0,34.0,400.0,1.0,67.0,18 - 29,18 - 24,completed high school,1.4471580313422192,0.996480855678994,0.0045915939797123145,3.438485720211384,0.6789271006685195,1.3046471929991073,0.017124066254302163,1.5250206213719966,0.8668515717232426,1.2881411423200286,-0.16912931548836344,1.4187526806226092,0.9964808556789914,0.004591593979712322,138.0
127,485.0,MALES,25.0,DIVORCED,NO,COMPLETED UNDERGRADUATE,WORK,YES,20.0,23.0,27.0,39.0,12.0,28.0,16.0,450.0,3.0,76.0,18 - 29,25 - 32,completed undergrad uni,1.0791812460476249,2.2273194157201197,0.003180958775709934,3.426077261163563,0.7105783504123196,-0.6589200069437475,-1.035957735574879,-0.4471258831984436,0.5939694840774848,-0.37976178615990736,-0.9857127051359209,-0.23514176544900606,2.2273194157201184,0.0031809587757099106,156.0
128,303.0,FEMALES,58.0,REMARRIED,NO,SOME SECONDARY,LIFE IN GENERAL,NO,0.0,29.0,23.0,46.0,11.0,27.0,20.0,29.0,5.0,70.0,45+,50+,did not complete high school,1.0413926851582251,0.624386650315146,0.0013037416069965361,3.4192066496407625,1.6071809716551726,-0.9479872279958198,-0.5950256822681174,-1.0274954370971627,1.4891114757384867,-0.5882386864351058,-0.49995343456065366,-0.738011410291243,0.6243866503151451,0.0013037416069965292,144.0
129,216.0,MALES,31.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,,29.0,28.0,45.0,15.0,27.0,26.0,34.0,7.0,70.0,30 - 44,25 - 32,some additional training,1.1760912590556813,2.46977178984585,0.0035110602903406264,3.4047960739495924,1.532779136792175,-0.10657887062233733,-0.6219508473480477,-0.7955135528737864,1.4889351786033986,0.304670083797092,-0.6565599542068689,-0.6639928303292095,2.469771789845847,0.0035110602903406555,144.0
130,188.0,FEMALES,29.0,SINGLE,NO,SOME SECONDARY,MONEY/FINANCES,NO,0.0,28.0,28.0,45.0,10.0,26.0,21.0,20.0,8.0,70.0,18 - 29,25 - 32,did not complete high school,1.0,2.46977178984585,5.107923361854142e-06,3.3902809782885757,1.565800354783217,-0.9876508774895152,-1.1192660472051497,-0.3971199853322058,1.4401688166648323,-0.6343642583634422,-1.0271115666785788,-0.03935979078457463,2.469771789845847,5.107923361853051e-06,
131,162.0,MALES,22.0,SINGLE,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,2.0,20.0,22.0,44.0,22.0,16.0,29.0,35.0,4.0,54.0,18 - 29,18 - 24,completed undergrad uni,1.3424226808222062,0.4711111827554245,0.00010047330576680993,3.353644562746043,1.4997935907591031,-0.03271158588843103,1.4719322398219603,-0.5801259384384696,1.5937314064422583,-0.0491244378250024,1.5105451706380209,-0.5496768500653748,0.4711111827554234,0.0001004733057668112,
132,67.0,FEMALES,20.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,MONEY/FINANCES,YES,100.0,15.0,20.0,86.0,30.0,14.0,37.0,37.0,5.0,42.0,18 - 29,18 - 24,some additional training,1.4771212547196624,2.597670747197487,0.005470102044562048,3.3527138078662655,-1.0489463504536853,-0.08719591860321117,1.958082291529359,2.7150293507946976,-0.8470606530799712,-1.0118285080592648,2.1032124597085056,2.7222834401725144,2.5976707471974825,0.005470102044562052,
133,478.0,MALES,21.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,NO,,23.0,22.0,91.0,22.0,29.0,27.0,38.0,6.0,66.0,18 - 29,18 - 24,completed undergrad uni,1.3424226808222062,0.2425997650579128,9.954685763062565e-05,3.350892655665964,-1.5740932299913715,1.4236572404976593,-1.2485701419569575,-0.6479799412711015,-1.5985885276971663,1.728120266076602,-1.5189902840654153,-1.0491135427193774,0.2425997650579123,9.954685763062715e-05,
134,228.0,FEMALES,26.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,YES,3.0,25.0,27.0,46.0,13.0,31.0,23.0,37.0,7.0,76.0,18 - 29,25 - 32,completed undergrad uni,1.1139433523068367,2.2273194157201197,0.0007079224673835836,3.34959267078166,1.718198230418694,-0.5048742129886632,-0.8123697744198253,-0.6073421041817714,1.6437564672706344,-0.1073852650263044,-0.7897580597900545,-0.3600100696838374,2.2273194157201184,0.0007079224673835961,
135,107.0,MALES,39.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,LIFE IN GENERAL,NO,0.0,16.0,18.0,86.0,32.0,13.0,32.0,38.0,7.0,48.0,30 - 44,33 - 40,some additional training,1.505149978319906,1.3288783754971685,5.0087858751281575e-05,3.3206138008924353,-0.44910615924382524,1.9295964484372652,1.4288858657659593,-0.17097392515997434,-0.22827973947288466,1.8391452092757656,1.179733348769564,-0.6704248067325087,1.3288783754971676,5.0087858751281684e-05,
136,177.0,FEMALES,24.0,SINGLE,NO,COMPLETED HIGHSCHOOL,SPOUSE OR PARTNER,NO,0.0,17.0,27.0,86.0,17.0,18.0,33.0,360.0,6.0,58.0,18 - 29,18 - 24,completed high school,1.2304489213782739,2.86565923232649,0.013947499123655322,3.274107223308408,-0.7459024087728959,-0.21659899196436772,-0.4795906614433589,-0.01633923871334536,-0.8097030825419926,-0.2347177509970334,-0.4573259120943709,-0.016019285827604215,2.8656592323264833,0.013947499123655362,
137,27.0,FEMALES,38.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,,NO,0.0,28.0,,31.0,17.0,30.0,33.0,35.0,2.0,54.0,30 - 44,33 - 40,completed undergrad uni,1.2304489213782739,0.3180985921411439,0.0012201003771868985,3.2553342103495275,-0.5374593975297592,-0.846699583292052,1.1875035026442888,-1.37623368133473,-0.607964763914726,-1.0161268734704911,1.3490502784091847,-1.3954471175580525,0.3180985921411434,0.001220100377186903,112.0
138,176.0,FEMALES,53.0,DIVORCED,NO,POSTGRADUATE COMPLETED,WORK,NO,0.0,26.0,16.0,86.0,23.0,11.0,36.0,30.0,5.0,84.0,45+,50+,completed postgrad uni,1.3617278360175928,12.155524156124528,0.05741228789438841,3.254269093658333,-1.085235865034316,-0.49404954443563737,0.5348238977537405,1.8684880689763683,-1.0374570800856722,-1.0657023747681196,0.6753195731334583,1.9663541091017727,12.155524156124496,0.057412287894388375,172.0
139,351.0,FEMALES,31.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,MONEY/FINANCES,NO,0.0,15.0,16.0,46.0,16.0,20.0,20.0,37.0,7.0,47.0,30 - 44,25 - 32,some additional training,1.2041199826559248,2.307270846894411,0.02333044273053611,3.246801791515323,1.683227954394261,-0.09856821458838061,-0.6728043907906768,-0.2475941438421446,1.6644184032011935,0.25672192034363395,-0.7027203340510171,-0.06795964019948368,2.307270846894409,0.02333044273053614,98.0
140,143.0,MALES,21.0,SINGLE,,COMPLETED UNDERGRADUATE,WORK,NO,,26.0,24.0,33.0,22.0,26.0,21.0,31.0,3.0,60.0,18 - 29,18 - 24,completed undergrad uni,1.3424226808222062,0.48110725296668494,0.00126009100686891,3.215996092810126,-0.06775659437220592,-0.5980121642723348,0.22574699900126352,2.554167348937244,0.00721270266581484,-1.1068875419669018,0.37313556062651027,2.8174352003409107,0.4811072529666839,0.0012600910068689035,124.0
141,317.0,FEMALES,53.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,FAMILY,NO,0.0,23.0,19.0,43.0,18.0,24.0,29.0,28.0,7.0,67.0,45+,50+,some additional training,1.255272505103306,1.5820429372824862,0.0003100937916021152,3.2134424609815415,1.2335004364812494,0.04485513940080906,-0.5165541680882183,0.03194484705618666,1.237010408027394,0.28949249728712223,-0.5543087615760025,0.15479193696287316,1.5820429372824822,0.000310093791602117,138.0
142,178.0,FEMALES,42.0,MARRIED FIRST TIME,YES,COMPLETED HIGHSCHOOL,LIFE IN GENERAL,NO,0.0,21.0,23.0,91.0,29.0,13.0,35.0,333.0,3.0,42.0,30 - 44,41 - 49,completed high school,1.462397997898956,4.137638439449202,0.007542407242834017,3.180170669856857,-1.3862724953631846,1.2330418558933147,-0.9949376074583096,3.1377277674984745,-1.241879493807717,0.9080642686929256,-1.162838874981427,3.0168530469339143,4.1376384394491925,0.007542407242834031,88.0
143,421.0,FEMALES,68.0,MARRIED FIRST TIME,NO,COMPLETED HIGHSCHOOL,HEALTH/ILLNESS,NO,,26.0,18.0,37.0,30.0,23.0,31.0,33.0,5.0,60.0,45+,50+,completed high school,1.4771212547196624,1.166319931128394,0.0003074130679695993,3.1229110310272103,0.36766333075475505,0.598668626417078,2.3230709668996607,0.38570835527237696,0.5778213467551954,0.2054136575289688,2.3212888082337586,0.2146677857816942,1.1663199311283918,0.0003074130679696002,124.0
144,701.0,MALES,47.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,17.0,17.0,33.0,29.0,14.0,36.0,25.0,3.0,54.0,45+,41 - 49,some additional training,1.462397997898956,1.4472425678124199,0.0027968814488734117,3.118514789120211,0.07999435220975541,0.814996758170248,1.3078758527899288,1.2093601144308141,0.2768522935153978,0.47740952047987434,1.2491700081573902,1.0694480136081297,1.4472425678124183,0.002796881448873413,112.0
145,504.0,MALES,48.0,MARRIED FIRST TIME,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,24.0,26.0,43.0,12.0,23.0,25.0,40.0,7.0,67.0,45+,41 - 49,some additional training,1.0791812460476249,1.1396164761276777,0.00038563418050682074,3.097787773071662,1.2631267768607037,-0.7993084491743089,-0.7711108997713597,-0.5259701505570958,1.160379353139288,-0.5080219799055837,-0.6947549489748767,-0.2558904835009073,1.1396164761276764,0.000385634180506827,138.0
146,329.0,MALES,18.0,STEADY RELATIONSHIP,NO,COMPLETED HIGHSCHOOL,WORK,YES,35.0,14.0,15.0,86.0,21.0,13.0,35.0,34.0,3.0,36.0,18 - 29,18 - 24,completed high school,1.3222192947339193,4.77336951570191,1.9525234454141235e-05,3.090082719956397,-0.8696867654799275,-0.36780423931117645,1.012391735515007,-0.08006539573372695,-0.8634625248930333,-0.6911373016771571,1.116338960087181,-0.13346232170009673,4.773369515701907,1.9525234454142126e-05,76.0
147,128.0,FEMALES,39.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,WORK,YES,20.0,19.0,20.0,34.0,26.0,14.0,24.0,350.0,5.0,71.0,30 - 44,33 - 40,completed undergrad uni,1.414973347970818,1.8481604923677866,0.0005004329482829486,3.0720365563815295,0.02568886533793066,1.2652414308024482,0.8931737475988215,-1.200949488472269,0.12800942507054067,1.4198953844327762,0.7067256643040114,-1.5673950300962065,1.848160492367782,0.0005004329482829447,146.0
148,309.0,MALES,57.0,REMARRIED,NO,COMPLETED HIGHSCHOOL,MONEY/FINANCES,YES,160.0,27.0,28.0,45.0,15.0,23.0,19.0,23.0,8.0,73.0,45+,50+,completed high school,1.1760912590556813,2.531170624647129,0.0004232464906908701,3.0638347114817326,1.6399477524998625,-0.5648877884348665,-1.0186527125107236,0.8401162326435812,1.6097410572634085,-0.36675737832663335,-0.9692424588445661,1.1932324702138035,2.531170624647127,0.00042324649069086,150.0
149,406.0,MALES,34.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,WORK,YES,210.0,20.0,23.0,38.0,29.0,24.0,29.0,29.0,4.0,58.0,30 - 44,33 - 40,some additional training,1.462397997898956,0.29635009444910837,0.00037352818036273156,3.055935623216018,0.5228643591658588,1.6127523606092555,0.5700979407272351,0.17177308548785225,0.7054573528589192,1.7141094981510039,0.3348913884881729,-0.11989338149857293,0.29635009444910765,0.00037352818036273455,120.0
150,134.0,FEMALES,41.0,DIVORCED,YES,SOME ADDITIONAL TRAINING,FAMILY,NO,,28.0,23.0,40.0,26.0,18.0,32.0,35.0,5.0,79.0,30 - 44,41 - 49,some additional training,1.414973347970818,2.6754781504362346,0.01378956884800875,3.0170053971642172,0.9522456019412617,0.6999759545663553,1.1802837139747535,0.03275199793395163,1.1015979910956075,0.658912000954722,1.1069630551023886,-0.07749977933829083,2.6754781504362297,0.013789568848008785,162.0
151,70.0,FEMALES,30.0,MARRIED FIRST TIME,YES,SOME SECONDARY,MONEY/FINANCES,YES,10.0,15.0,15.0,32.0,10.0,11.0,26.0,40.0,5.0,69.0,30 - 44,25 - 32,did not complete high school,1.0,6.353381316934222,0.003974795372002709,2.9775673496595205,-0.20415605872013792,-1.0872853373487212,-1.188282980061812,-0.613404965277423,-0.39276659881761455,-0.9083743219437905,-1.0705898291005513,-0.39804891595996567,6.353381316934206,0.003974795372002706,142.0
152,63.0,FEMALES,19.0,STEADY RELATIONSHIP,NO,COMPLETED HIGHSCHOOL,WORK,NO,0.0,16.0,19.0,91.0,26.0,23.0,34.0,31.0,2.0,37.0,18 - 29,18 - 24,completed high school,1.414973347970818,4.03528641566995,0.00043349566293294665,2.9573500723851964,-1.4630173238544797,0.904618773964921,0.023998804110524075,1.1584077821395888,-1.372956587365957,0.6458309843577014,-0.08537557807305128,0.9246251256215499,4.035286415669945,0.00043349566293294665,78.0
153,372.0,MALES,26.0,LIVING WITH PARTNER,NO,SOME ADDITIONAL TRAINING,RELATIONSHIPS,NO,0.0,17.0,19.0,86.0,13.0,17.0,29.0,23.0,4.0,46.0,18 - 29,25 - 32,some additional training,1.1139433523068367,1.4942492889321506,0.0004424584643668585,2.941535285909394,-0.6017406257049761,-0.9266001538361209,-0.5694662256638371,-0.139733592246834,-0.7297433479258967,-0.9682265280237397,-0.441639441233007,0.010629898093677662,1.494249288932149,0.000442458464366858,96.0
154,181.0,MALES,46.0,MARRIED FIRST TIME,YES,COMPLETED UNDERGRADUATE,WORK,NO,0.0,29.0,28.0,41.0,10.0,31.0,17.0,380.0,8.0,75.0,45+,41 - 49,completed undergrad uni,1.0,2.667609217330604,0.0017508301075726078,2.9385059380267475,1.1177503137352491,-1.0276050931559224,-1.333297964487401,-0.12353374719706806,0.9777208447142474,-0.7331884180779507,-1.234375069441088,0.23086325599413732,2.667609217330602,0.0017508301075725877,154.0
155,158.0,FEMALES,58.0,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,LIFE IN GENERAL,NO,0.0,27.0,26.0,32.0,15.0,24.0,31.0,37.0,6.0,53.0,45+,50+,completed undergrad uni,1.1760912590556813,3.0876596729663555,0.005575370090547254,2.8447686279442728,-0.2032442345871499,-0.5628944288169636,-0.8784644420316967,0.08261134966125076,-0.30125085937125035,-0.4933438313618779,-0.8200375028411024,0.22309783608168982,3.0876596729663475,0.005575370090547278,110.0
156,192.0,FEMALES,44.0,WIDOWED,YES,SOME ADDITIONAL TRAINING,WORK,NO,0.0,29.0,,31.0,10.0,29.0,20.0,20.0,7.0,73.0,30 - 44,41 - 49,some additional training,1.0,1.3795317188532403,0.002006532496439192,2.8438348404853864,-0.294448533672339,-0.9295234030288171,-1.60614894283127,-0.024457095709249616,-0.47148304415734726,-0.7554153507243381,-1.5187844182293442,0.20816176699444647,1.3795317188532374,0.002006532496439182,150.0
157,227.0,FEMALES,30.0,MARRIED FIRST TIME,NO,COMPLETED HIGHSCHOOL,MONEY/FINANCES,NO,0.0,21.0,19.0,86.0,30.0,25.0,36.0,23.0,2.0,52.0,30 - 44,25 - 32,completed high school,1.4771212547196624,0.6597788631172176,0.0026093120517410276,2.842069301788322,-0.7565191235595331,1.835175135545963,1.0407783357108362,-0.3905069466109448,-0.5828767102259602,1.8057146736309782,0.7906431251888993,-0.8933473981181205,0.6597788631172171,0.002609312051741031,108.0
158,312.0,MALES,21.0,STEADY RELATIONSHIP,NO,COMPLETED HIGHSCHOOL,WORK,YES,3.0,25.0,22.0,39.0,27.0,27.0,32.0,40.0,1.0,62.0,18 - 29,18 - 24,completed high school,1.4313637641589874,0.013150921946025476,0.0013978663967154927,2.803318848568161,0.7406065279746369,0.7910696777261838,0.7151416167087409,0.9325523810151859,0.9040962985703596,0.6847377340614417,0.6266003547835164,0.8641518465166559,0.01315092194602546,0.0013978663967154986,128.0
159,36.0,FEMALES,22.0,SINGLE,NO,COMPLETED HIGHSCHOOL,WORK,YES,1.0,23.0,17.0,32.0,31.0,23.0,32.0,29.0,4.0,54.0,18 - 29,18 - 24,completed high school,1.4913616938342726,1.4472425678124199,0.0001360135502713873,2.7726111573294863,-0.2928815169858505,0.13454619310166954,1.8609998382677444,2.4498052409700826,-0.07274967478611723,-0.6170869677999254,1.9558823532291028,2.4656258951199974,1.4472425678124183,0.00013601355027138734,
160,126.0,FEMALES,35.0,MARRIED FIRST TIME,YES,POSTGRADUATE COMPLETED,WORK,YES,50.0,25.0,17.0,41.0,23.0,24.0,31.0,37.0,3.0,49.0,30 - 44,33 - 40,completed postgrad uni,1.3617278360175928,1.6036111877269548,6.28657691407975e-05,2.7582428029045136,1.027763579307374,0.15423115191506878,1.1360560564045987,-0.03398078518768935,1.1296263754682598,0.08184992799782474,1.1456351360482315,-0.03131364874846446,1.6036111877269537,6.28657691407977e-05,
161,326.0,,46.0,SEPARATED,NO,SOME ADDITIONAL TRAINING,RELATIONSHIPS,NO,0.0,28.0,22.0,31.0,14.0,26.0,30.0,21.0,6.0,69.0,45+,41 - 49,some additional training,1.146128035678238,0.6152490733053351,0.0016685091728142276,2.7373423850214063,-0.29854283522631264,-1.0178902873172515,-0.3693428232551676,0.129898198363,-0.40323288053687584,-1.1130060655109169,-0.2175029840754559,0.3321055083611515,0.6152490733053337,0.0016685091728142352,
162,163.0,FEMALES,22.0,SINGLE,NO,COMPLETED UNDERGRADUATE,WORK,YES,5.0,29.0,25.0,43.0,13.0,29.0,18.0,38.0,5.0,69.0,18 - 29,18 - 24,completed undergrad uni,1.1139433523068367,0.7678410475141244,0.0020949591237022034,2.730114924826377,1.280081071158623,-0.9627925698395284,-0.17572351399095168,-0.31705662933045237,1.2087684920152317,-0.8326557353462333,-0.0470640047035679,-0.027467406977678355,0.767841047514124,0.0020949591237021934,
163,452.0,FEMALES,27.0,MARRIED FIRST TIME,NO,COMPLETED UNDERGRADUATE,WORK,NO,0.0,22.0,27.0,44.0,13.0,29.0,24.0,34.0,8.0,60.0,18 - 29,25 - 32,completed undergrad uni,1.1139433523068367,2.4891132703591685,2.9013923904844525e-05,2.7295373107426144,1.5141003399515156,-0.6382920199122971,-0.7690514737287473,-0.19116052119554233,1.444846859499403,-0.35176245178412885,-0.7147178260551568,0.08936306816505485,2.489113270359163,2.9013923904846703e-05,
